name,x,y,start_time,end_time,service_time,demand,revenue
task_0,26,28,0,240,30,10,50
task_1,3,15,240,480,30,10,50
task_2,4,23,480,720,30,10,50
task_3,3,24,0,240,30,10,50
task_4,11,29,240,480,30,10,50
task_5,24,15,480,720,30,10,50
task_6,0,10,0,240,30,10,50
task_7,7,12,240,480,30,10,50
task_8,27,25,480,720,30,10,50
task_9,18,22,0,240,30,10,50
task_10,7,14,240,480,30,10,50
task_11,8,0,480,720,30,10,50
task_12,12,5,0,240,30,10,50
task_13,17,14,240,480,30,10,50
task_14,20,3,480,720,30,10,50
task_15,29,11,0,240,30,10,50
task_16,1,12,240,480,30,10,50
task_17,11,28,480,720,30,10,50
task_18,2,2,0,240,30,10,50
task_19,7,3,240,480,30,10,50
task_20,17,4,480,720,30,10,50
task_21,17,22,0,240,30,10,50
task_22,17,22,240,480,30,10,50
task_23,12,8,480,720,30,10,50
task_24,12,2,0,240,30,10,50
task_25,0,28,240,480,30,10,50
task_26,10,2,480,720,30,10,50
task_27,22,15,0,240,30,10,50
task_28,7,21,240,480,30,10,50
task_29,26,25,480,720,30,10,50
task_30,19,13,0,240,30,10,50
task_31,8,2,240,480,30,10,50
task_32,12,13,480,720,30,10,50
task_33,9,28,0,240,30,10,50
task_34,6,5,240,480,30,10,50
task_35,5,5,480,720,30,10,50
task_36,13,27,0,240,30,10,50
task_37,8,10,240,480,30,10,50
task_38,0,10,480,720,30,10,50
task_39,24,22,0,240,30,10,50
task_40,8,22,240,480,30,10,50
task_41,18,17,480,720,30,10,50
task_42,22,19,0,240,30,10,50
task_43,19,5,240,480,30,10,50
task_44,9,26,480,720,30,10,50
task_45,26,16,0,240,30,10,50
task_46,29,22,240,480,30,10,50
task_47,11,14,480,720,30,10,50
task_48,22,29,0,240,30,10,50
task_49,15,0,240,480,30,10,50
