name,x,y,start_time,end_time,service_time,demand,revenue
task_0,5,5,0,240,30,10,50
task_1,4,17,240,480,30,10,50
task_2,18,18,480,720,30,10,50
task_3,1,12,0,240,30,10,50
task_4,24,27,240,480,30,10,50
task_5,24,17,480,720,30,10,50
task_6,10,17,0,240,30,10,50
task_7,20,21,240,480,30,10,50
task_8,20,8,480,720,30,10,50
task_9,11,26,0,240,30,10,50
task_10,29,23,240,480,30,10,50
task_11,9,29,480,720,30,10,50
task_12,18,0,0,240,30,10,50
task_13,28,4,240,480,30,10,50
task_14,28,14,480,720,30,10,50
task_15,6,10,0,240,30,10,50
task_16,4,25,240,480,30,10,50
task_17,28,8,480,720,30,10,50
task_18,29,24,0,240,30,10,50
task_19,28,20,240,480,30,10,50
task_20,27,19,480,720,30,10,50
task_21,13,10,0,240,30,10,50
task_22,13,14,240,480,30,10,50
task_23,22,1,480,720,30,10,50
task_24,9,3,0,240,30,10,50
task_25,12,29,240,480,30,10,50
task_26,13,28,480,720,30,10,50
task_27,27,19,0,240,30,10,50
task_28,13,5,240,480,30,10,50
task_29,24,15,480,720,30,10,50
task_30,23,9,0,240,30,10,50
task_31,22,19,240,480,30,10,50
task_32,2,23,480,720,30,10,50
task_33,24,11,0,240,30,10,50
task_34,17,3,240,480,30,10,50
task_35,11,13,480,720,30,10,50
task_36,5,17,0,240,30,10,50
task_37,19,25,240,480,30,10,50
task_38,4,0,480,720,30,10,50
task_39,21,14,0,240,30,10,50
task_40,21,21,240,480,30,10,50
task_41,6,29,480,720,30,10,50
task_42,5,19,0,240,30,10,50
task_43,29,8,240,480,30,10,50
task_44,17,13,480,720,30,10,50
task_45,9,0,0,240,30,10,50
task_46,15,23,240,480,30,10,50
task_47,15,24,480,720,30,10,50
task_48,16,13,0,240,30,10,50
task_49,3,23,240,480,30,10,50
