name,x,y,start_time,end_time,service_time,demand,revenue
task_0,16,24,0,240,30,10,50
task_1,29,15,240,480,30,10,50
task_2,26,23,480,720,30,10,50
task_3,15,16,0,240,30,10,50
task_4,14,3,240,480,30,10,50
task_5,7,22,480,720,30,10,50
task_6,9,4,0,240,30,10,50
task_7,27,9,240,480,30,10,50
task_8,2,14,480,720,30,10,50
task_9,1,23,0,240,30,10,50
task_10,7,12,240,480,30,10,50
task_11,26,16,480,720,30,10,50
task_12,4,23,0,240,30,10,50
task_13,5,24,240,480,30,10,50
task_14,3,4,480,720,30,10,50
task_15,4,0,0,240,30,10,50
task_16,8,8,240,480,30,10,50
task_17,10,23,480,720,30,10,50
task_18,28,27,0,240,30,10,50
task_19,8,8,240,480,30,10,50
task_20,18,11,480,720,30,10,50
task_21,2,24,0,240,30,10,50
task_22,0,15,240,480,30,10,50
task_23,26,27,480,720,30,10,50
task_24,12,22,0,240,30,10,50
task_25,10,9,240,480,30,10,50
task_26,18,29,480,720,30,10,50
task_27,8,2,0,240,30,10,50
task_28,1,4,240,480,30,10,50
task_29,8,9,480,720,30,10,50
task_30,9,29,0,240,30,10,50
task_31,4,11,240,480,30,10,50
task_32,28,4,480,720,30,10,50
task_33,19,21,0,240,30,10,50
task_34,19,20,240,480,30,10,50
task_35,4,25,480,720,30,10,50
task_36,27,6,0,240,30,10,50
task_37,21,21,240,480,30,10,50
task_38,24,15,480,720,30,10,50
task_39,28,13,0,240,30,10,50
