name,x,y,start_time,end_time,service_time,demand,revenue
task_0,9,20,0,240,30,10,50
task_1,21,25,240,480,30,10,50
task_2,13,2,480,720,30,10,50
task_3,15,3,0,240,30,10,50
task_4,19,16,240,480,30,10,50
task_5,11,13,480,720,30,10,50
task_6,29,15,0,240,30,10,50
task_7,20,1,240,480,30,10,50
task_8,12,7,480,720,30,10,50
task_9,25,24,0,240,30,10,50
task_10,15,23,240,480,30,10,50
task_11,7,28,480,720,30,10,50
task_12,16,7,0,240,30,10,50
task_13,14,15,240,480,30,10,50
task_14,23,14,480,720,30,10,50
task_15,21,2,0,240,30,10,50
task_16,26,1,240,480,30,10,50
task_17,21,9,480,720,30,10,50
task_18,14,13,0,240,30,10,50
task_19,12,14,240,480,30,10,50
task_20,21,10,480,720,30,10,50
task_21,11,2,0,240,30,10,50
task_22,8,17,240,480,30,10,50
task_23,7,20,480,720,30,10,50
task_24,23,18,0,240,30,10,50
task_25,8,12,240,480,30,10,50
task_26,9,26,480,720,30,10,50
task_27,7,15,0,240,30,10,50
task_28,18,15,240,480,30,10,50
task_29,2,17,480,720,30,10,50
task_30,15,4,0,240,30,10,50
task_31,11,28,240,480,30,10,50
task_32,22,20,480,720,30,10,50
task_33,8,6,0,240,30,10,50
task_34,16,11,240,480,30,10,50
task_35,17,17,480,720,30,10,50
task_36,11,23,0,240,30,10,50
task_37,5,19,240,480,30,10,50
task_38,0,20,480,720,30,10,50
task_39,9,23,0,240,30,10,50
