name,x,y,start_time,end_time,service_time,demand,revenue
task_0,14,23,0,240,30,10,50
task_1,10,16,240,480,30,10,50
task_2,28,27,480,720,30,10,50
task_3,21,25,0,240,30,10,50
task_4,27,22,240,480,30,10,50
task_5,19,9,480,720,30,10,50
task_6,6,18,0,240,30,10,50
task_7,12,24,240,480,30,10,50
task_8,27,18,480,720,30,10,50
task_9,25,3,0,240,30,10,50
task_10,8,10,240,480,30,10,50
task_11,0,19,480,720,30,10,50
task_12,3,6,0,240,30,10,50
task_13,17,26,240,480,30,10,50
task_14,23,29,480,720,30,10,50
task_15,12,16,0,240,30,10,50
task_16,7,22,240,480,30,10,50
task_17,1,7,480,720,30,10,50
task_18,11,10,0,240,30,10,50
task_19,28,11,240,480,30,10,50
task_20,10,16,480,720,30,10,50
task_21,1,29,0,240,30,10,50
task_22,18,26,240,480,30,10,50
task_23,3,21,480,720,30,10,50
task_24,0,12,0,240,30,10,50
task_25,9,22,240,480,30,10,50
task_26,5,9,480,720,30,10,50
task_27,5,16,0,240,30,10,50
task_28,5,13,240,480,30,10,50
task_29,8,29,480,720,30,10,50
