name,x,y,start_time,end_time,service_time,demand,revenue
task_0,17,13,0,240,30,10,50
task_1,15,6,240,480,30,10,50
task_2,17,15,480,720,30,10,50
task_3,13,25,0,240,30,10,50
task_4,23,19,240,480,30,10,50
task_5,13,12,480,720,30,10,50
task_6,10,10,0,240,30,10,50
task_7,2,8,240,480,30,10,50
task_8,1,17,480,720,30,10,50
task_9,20,27,0,240,30,10,50
task_10,21,15,240,480,30,10,50
task_11,9,9,480,720,30,10,50
task_12,17,7,0,240,30,10,50
task_13,5,9,240,480,30,10,50
task_14,26,17,480,720,30,10,50
task_15,17,28,0,240,30,10,50
task_16,11,2,240,480,30,10,50
task_17,28,28,480,720,30,10,50
task_18,16,5,0,240,30,10,50
task_19,19,22,240,480,30,10,50
task_20,21,25,480,720,30,10,50
task_21,7,9,0,240,30,10,50
task_22,7,6,240,480,30,10,50
task_23,18,16,480,720,30,10,50
task_24,7,13,0,240,30,10,50
task_25,1,14,240,480,30,10,50
task_26,28,3,480,720,30,10,50
task_27,5,24,0,240,30,10,50
task_28,27,17,240,480,30,10,50
task_29,0,19,480,720,30,10,50
