name,x,y,start_time,end_time,service_time,demand,revenue
task_0,3,28,0,240,30,10,50
task_1,21,15,240,480,30,10,50
task_2,4,16,480,720,30,10,50
task_3,12,16,0,240,30,10,50
task_4,28,9,240,480,30,10,50
task_5,20,20,480,720,30,10,50
task_6,8,14,0,240,30,10,50
task_7,3,22,240,480,30,10,50
task_8,17,27,480,720,30,10,50
task_9,8,18,0,240,30,10,50
task_10,12,5,240,480,30,10,50
task_11,17,21,480,720,30,10,50
task_12,12,10,0,240,30,10,50
task_13,16,23,240,480,30,10,50
task_14,13,6,480,720,30,10,50
task_15,3,23,0,240,30,10,50
task_16,8,2,240,480,30,10,50
task_17,27,26,480,720,30,10,50
task_18,19,24,0,240,30,10,50
task_19,21,25,240,480,30,10,50
task_20,18,19,480,720,30,10,50
task_21,25,3,0,240,30,10,50
task_22,25,5,240,480,30,10,50
task_23,25,2,480,720,30,10,50
task_24,17,9,0,240,30,10,50
task_25,6,25,240,480,30,10,50
task_26,11,0,480,720,30,10,50
task_27,14,24,0,240,30,10,50
task_28,6,14,240,480,30,10,50
task_29,24,5,480,720,30,10,50
task_30,10,14,0,240,30,10,50
task_31,22,7,240,480,30,10,50
task_32,24,20,480,720,30,10,50
task_33,5,1,0,240,30,10,50
task_34,29,15,240,480,30,10,50
task_35,16,4,480,720,30,10,50
task_36,10,3,0,240,30,10,50
task_37,28,15,240,480,30,10,50
task_38,3,15,480,720,30,10,50
task_39,14,9,0,240,30,10,50
task_40,13,16,240,480,30,10,50
task_41,7,14,480,720,30,10,50
task_42,25,13,0,240,30,10,50
task_43,26,18,240,480,30,10,50
task_44,12,27,480,720,30,10,50
task_45,3,11,0,240,30,10,50
task_46,24,12,240,480,30,10,50
task_47,14,4,480,720,30,10,50
task_48,18,0,0,240,30,10,50
task_49,16,4,240,480,30,10,50
