name,x,y,start_time,end_time,service_time,demand,revenue
task_0,13,13,0,240,30,10,50
task_1,14,26,240,480,30,10,50
task_2,20,29,480,720,30,10,50
task_3,6,21,0,240,30,10,50
task_4,3,12,240,480,30,10,50
task_5,15,1,480,720,30,10,50
task_6,17,19,0,240,30,10,50
task_7,25,16,240,480,30,10,50
task_8,24,7,480,720,30,10,50
task_9,17,7,0,240,30,10,50
task_10,20,23,240,480,30,10,50
task_11,27,27,480,720,30,10,50
task_12,20,7,0,240,30,10,50
task_13,26,17,240,480,30,10,50
task_14,3,7,480,720,30,10,50
task_15,22,5,0,240,30,10,50
task_16,11,17,240,480,30,10,50
task_17,9,28,480,720,30,10,50
task_18,13,18,0,240,30,10,50
task_19,9,16,240,480,30,10,50
task_20,2,16,480,720,30,10,50
task_21,21,3,0,240,30,10,50
task_22,16,8,240,480,30,10,50
task_23,7,18,480,720,30,10,50
task_24,19,26,0,240,30,10,50
task_25,9,26,240,480,30,10,50
task_26,27,11,480,720,30,10,50
task_27,6,18,0,240,30,10,50
task_28,4,1,240,480,30,10,50
task_29,27,10,480,720,30,10,50
task_30,14,4,0,240,30,10,50
task_31,27,18,240,480,30,10,50
task_32,20,27,480,720,30,10,50
task_33,7,29,0,240,30,10,50
task_34,23,22,240,480,30,10,50
task_35,23,6,480,720,30,10,50
task_36,4,12,0,240,30,10,50
task_37,8,12,240,480,30,10,50
task_38,25,20,480,720,30,10,50
task_39,14,27,0,240,30,10,50
