name,x,y,start_time,end_time,service_time,demand,revenue
task_0,15,7,0,240,30,10,50
task_1,25,9,240,480,30,10,50
task_2,15,13,480,720,30,10,50
task_3,10,6,0,240,30,10,50
task_4,11,13,240,480,30,10,50
task_5,23,22,480,720,30,10,50
task_6,27,2,0,240,30,10,50
task_7,0,26,240,480,30,10,50
task_8,21,19,480,720,30,10,50
task_9,5,24,0,240,30,10,50
task_10,11,22,240,480,30,10,50
task_11,0,15,480,720,30,10,50
task_12,3,0,0,240,30,10,50
task_13,1,3,240,480,30,10,50
task_14,9,23,480,720,30,10,50
task_15,4,26,0,240,30,10,50
task_16,6,28,240,480,30,10,50
task_17,26,13,480,720,30,10,50
task_18,29,9,0,240,30,10,50
task_19,27,23,240,480,30,10,50
task_20,28,8,480,720,30,10,50
task_21,23,18,0,240,30,10,50
task_22,14,10,240,480,30,10,50
task_23,20,20,480,720,30,10,50
task_24,28,27,0,240,30,10,50
task_25,13,14,240,480,30,10,50
task_26,1,29,480,720,30,10,50
task_27,7,7,0,240,30,10,50
task_28,28,3,240,480,30,10,50
task_29,18,1,480,720,30,10,50
task_30,18,8,0,240,30,10,50
task_31,5,29,240,480,30,10,50
task_32,26,21,480,720,30,10,50
task_33,25,18,0,240,30,10,50
task_34,4,8,240,480,30,10,50
task_35,11,12,480,720,30,10,50
task_36,8,13,0,240,30,10,50
task_37,21,20,240,480,30,10,50
task_38,10,24,480,720,30,10,50
task_39,7,20,0,240,30,10,50
