name,x,y,start_time,end_time,service_time,demand,revenue
task_0,20,15,0,240,30,10,50
task_1,8,21,240,480,30,10,50
task_2,7,28,480,720,30,10,50
task_3,27,3,0,240,30,10,50
task_4,7,29,240,480,30,10,50
task_5,14,5,480,720,30,10,50
task_6,20,17,0,240,30,10,50
task_7,18,27,240,480,30,10,50
task_8,1,19,480,720,30,10,50
task_9,11,5,0,240,30,10,50
task_10,4,26,240,480,30,10,50
task_11,29,8,480,720,30,10,50
task_12,27,24,0,240,30,10,50
task_13,21,16,240,480,30,10,50
task_14,13,2,480,720,30,10,50
task_15,28,15,0,240,30,10,50
task_16,9,10,240,480,30,10,50
task_17,24,27,480,720,30,10,50
task_18,28,7,0,240,30,10,50
task_19,29,21,240,480,30,10,50
task_20,7,14,480,720,30,10,50
task_21,10,20,0,240,30,10,50
task_22,8,19,240,480,30,10,50
task_23,22,20,480,720,30,10,50
task_24,15,27,0,240,30,10,50
task_25,19,24,240,480,30,10,50
task_26,16,25,480,720,30,10,50
task_27,10,16,0,240,30,10,50
task_28,5,29,240,480,30,10,50
task_29,12,21,480,720,30,10,50
task_30,15,0,0,240,30,10,50
task_31,19,23,240,480,30,10,50
task_32,6,13,480,720,30,10,50
task_33,5,8,0,240,30,10,50
task_34,20,0,240,480,30,10,50
task_35,5,19,480,720,30,10,50
task_36,7,15,0,240,30,10,50
task_37,24,20,240,480,30,10,50
task_38,4,8,480,720,30,10,50
task_39,23,27,0,240,30,10,50
