name,x,y,start_time,end_time,service_time,demand,revenue
task_0,20,15,0,240,30,10,50
task_1,22,14,240,480,30,10,50
task_2,16,6,480,720,30,10,50
task_3,16,11,0,240,30,10,50
task_4,4,0,240,480,30,10,50
task_5,12,27,480,720,30,10,50
task_6,23,10,0,240,30,10,50
task_7,4,3,240,480,30,10,50
task_8,21,6,480,720,30,10,50
task_9,5,11,0,240,30,10,50
task_10,14,26,240,480,30,10,50
task_11,24,20,480,720,30,10,50
task_12,6,23,0,240,30,10,50
task_13,4,24,240,480,30,10,50
task_14,17,15,480,720,30,10,50
task_15,22,29,0,240,30,10,50
task_16,4,13,240,480,30,10,50
task_17,24,13,480,720,30,10,50
task_18,17,12,0,240,30,10,50
task_19,16,21,240,480,30,10,50
task_20,21,26,480,720,30,10,50
task_21,21,9,0,240,30,10,50
task_22,27,10,240,480,30,10,50
task_23,21,26,480,720,30,10,50
task_24,20,10,0,240,30,10,50
task_25,8,0,240,480,30,10,50
task_26,26,18,480,720,30,10,50
task_27,6,13,0,240,30,10,50
task_28,9,21,240,480,30,10,50
task_29,2,15,480,720,30,10,50
