name,x,y,start_time,end_time,service_time,demand,revenue
task_0,7,16,0,240,30,10,50
task_1,29,21,240,480,30,10,50
task_2,9,12,480,720,30,10,50
task_3,13,14,0,240,30,10,50
task_4,12,2,240,480,30,10,50
task_5,19,8,480,720,30,10,50
task_6,7,9,0,240,30,10,50
task_7,8,12,240,480,30,10,50
task_8,8,11,480,720,30,10,50
task_9,4,13,0,240,30,10,50
task_10,11,29,240,480,30,10,50
task_11,26,11,480,720,30,10,50
task_12,7,16,0,240,30,10,50
task_13,14,11,240,480,30,10,50
task_14,15,17,480,720,30,10,50
task_15,7,12,0,240,30,10,50
task_16,14,9,240,480,30,10,50
task_17,3,16,480,720,30,10,50
task_18,20,13,0,240,30,10,50
task_19,10,12,240,480,30,10,50
task_20,4,3,480,720,30,10,50
task_21,25,18,0,240,30,10,50
task_22,27,7,240,480,30,10,50
task_23,5,5,480,720,30,10,50
task_24,3,29,0,240,30,10,50
task_25,22,3,240,480,30,10,50
task_26,8,19,480,720,30,10,50
task_27,18,13,0,240,30,10,50
task_28,1,16,240,480,30,10,50
task_29,4,10,480,720,30,10,50
task_30,9,1,0,240,30,10,50
task_31,23,3,240,480,30,10,50
task_32,19,18,480,720,30,10,50
task_33,0,5,0,240,30,10,50
task_34,10,6,240,480,30,10,50
task_35,22,8,480,720,30,10,50
task_36,4,26,0,240,30,10,50
task_37,9,21,240,480,30,10,50
task_38,20,23,480,720,30,10,50
task_39,5,25,0,240,30,10,50
