name,x,y,start_time,end_time,service_time,demand,revenue
task_0,24,2,0,240,30,10,50
task_1,19,18,240,480,30,10,50
task_2,2,2,480,720,30,10,50
task_3,11,17,0,240,30,10,50
task_4,20,10,240,480,30,10,50
task_5,8,11,480,720,30,10,50
task_6,8,1,0,240,30,10,50
task_7,20,4,240,480,30,10,50
task_8,21,21,480,720,30,10,50
task_9,12,12,0,240,30,10,50
task_10,27,22,240,480,30,10,50
task_11,2,14,480,720,30,10,50
task_12,5,3,0,240,30,10,50
task_13,11,9,240,480,30,10,50
task_14,18,1,480,720,30,10,50
task_15,20,10,0,240,30,10,50
task_16,10,4,240,480,30,10,50
task_17,9,6,480,720,30,10,50
task_18,23,9,0,240,30,10,50
task_19,25,12,240,480,30,10,50
task_20,7,21,480,720,30,10,50
task_21,7,8,0,240,30,10,50
task_22,29,8,240,480,30,10,50
task_23,8,8,480,720,30,10,50
task_24,10,17,0,240,30,10,50
task_25,1,9,240,480,30,10,50
task_26,18,5,480,720,30,10,50
task_27,4,6,0,240,30,10,50
task_28,6,1,240,480,30,10,50
task_29,25,18,480,720,30,10,50
task_30,8,3,0,240,30,10,50
task_31,9,18,240,480,30,10,50
task_32,29,4,480,720,30,10,50
task_33,5,7,0,240,30,10,50
task_34,9,16,240,480,30,10,50
task_35,27,8,480,720,30,10,50
task_36,20,8,0,240,30,10,50
task_37,14,2,240,480,30,10,50
task_38,22,15,480,720,30,10,50
task_39,13,13,0,240,30,10,50
