name,x,y,start_time,end_time,service_time,demand,revenue
task_0,28,26,0,240,30,10,50
task_1,28,2,240,480,30,10,50
task_2,8,12,480,720,30,10,50
task_3,7,12,0,240,30,10,50
task_4,6,2,240,480,30,10,50
task_5,23,29,480,720,30,10,50
task_6,17,15,0,240,30,10,50
task_7,9,1,240,480,30,10,50
task_8,27,8,480,720,30,10,50
task_9,23,22,0,240,30,10,50
task_10,27,24,240,480,30,10,50
task_11,25,10,480,720,30,10,50
task_12,26,23,0,240,30,10,50
task_13,2,13,240,480,30,10,50
task_14,3,26,480,720,30,10,50
task_15,2,11,0,240,30,10,50
task_16,9,8,240,480,30,10,50
task_17,21,12,480,720,30,10,50
task_18,18,28,0,240,30,10,50
task_19,25,1,240,480,30,10,50
task_20,15,7,480,720,30,10,50
task_21,13,14,0,240,30,10,50
task_22,7,3,240,480,30,10,50
task_23,17,11,480,720,30,10,50
task_24,18,29,0,240,30,10,50
task_25,24,13,240,480,30,10,50
task_26,14,28,480,720,30,10,50
task_27,1,25,0,240,30,10,50
task_28,25,9,240,480,30,10,50
task_29,0,28,480,720,30,10,50
task_30,28,6,0,240,30,10,50
task_31,11,7,240,480,30,10,50
task_32,8,19,480,720,30,10,50
task_33,12,12,0,240,30,10,50
task_34,15,1,240,480,30,10,50
task_35,29,17,480,720,30,10,50
task_36,5,7,0,240,30,10,50
task_37,21,3,240,480,30,10,50
task_38,19,14,480,720,30,10,50
task_39,3,17,0,240,30,10,50
