name,x,y,start_time,end_time,service_time,demand,revenue
task_0,3,21,0,240,30,10,50
task_1,15,15,240,480,30,10,50
task_2,14,15,480,720,30,10,50
task_3,29,22,0,240,30,10,50
task_4,7,15,240,480,30,10,50
task_5,12,8,480,720,30,10,50
task_6,6,4,0,240,30,10,50
task_7,22,0,240,480,30,10,50
task_8,15,0,480,720,30,10,50
task_9,24,4,0,240,30,10,50
task_10,18,25,240,480,30,10,50
task_11,11,8,480,720,30,10,50
task_12,14,6,0,240,30,10,50
task_13,21,24,240,480,30,10,50
task_14,24,17,480,720,30,10,50
task_15,29,18,0,240,30,10,50
task_16,14,24,240,480,30,10,50
task_17,17,18,480,720,30,10,50
task_18,11,20,0,240,30,10,50
task_19,3,0,240,480,30,10,50
task_20,21,29,480,720,30,10,50
task_21,28,13,0,240,30,10,50
task_22,24,27,240,480,30,10,50
task_23,5,6,480,720,30,10,50
task_24,1,20,0,240,30,10,50
task_25,8,4,240,480,30,10,50
task_26,23,20,480,720,30,10,50
task_27,9,13,0,240,30,10,50
task_28,6,26,240,480,30,10,50
task_29,12,14,480,720,30,10,50
