name,x,y,start_time,end_time,service_time,demand,revenue
task_0,12,18,0,240,30,10,50
task_1,5,9,240,480,30,10,50
task_2,13,8,480,720,30,10,50
task_3,6,16,0,240,30,10,50
task_4,11,13,240,480,30,10,50
task_5,8,0,480,720,30,10,50
task_6,8,0,0,240,30,10,50
task_7,8,1,240,480,30,10,50
task_8,12,22,480,720,30,10,50
task_9,9,2,0,240,30,10,50
task_10,22,17,240,480,30,10,50
task_11,27,19,480,720,30,10,50
task_12,24,22,0,240,30,10,50
task_13,27,5,240,480,30,10,50
task_14,2,20,480,720,30,10,50
task_15,5,28,0,240,30,10,50
task_16,6,4,240,480,30,10,50
task_17,20,19,480,720,30,10,50
task_18,0,12,0,240,30,10,50
task_19,6,28,240,480,30,10,50
task_20,18,24,480,720,30,10,50
task_21,2,25,0,240,30,10,50
task_22,22,19,240,480,30,10,50
task_23,22,2,480,720,30,10,50
task_24,15,11,0,240,30,10,50
task_25,25,15,240,480,30,10,50
task_26,15,4,480,720,30,10,50
task_27,20,19,0,240,30,10,50
task_28,11,12,240,480,30,10,50
task_29,16,22,480,720,30,10,50
