name,x,y,start_time,end_time,service_time,demand,revenue
task_0,27,24,0,240,30,10,50
task_1,3,25,240,480,30,10,50
task_2,0,26,480,720,30,10,50
task_3,2,21,0,240,30,10,50
task_4,2,20,240,480,30,10,50
task_5,27,8,480,720,30,10,50
task_6,24,10,0,240,30,10,50
task_7,6,1,240,480,30,10,50
task_8,14,7,480,720,30,10,50
task_9,6,21,0,240,30,10,50
task_10,27,5,240,480,30,10,50
task_11,20,25,480,720,30,10,50
task_12,28,24,0,240,30,10,50
task_13,2,17,240,480,30,10,50
task_14,27,13,480,720,30,10,50
task_15,24,25,0,240,30,10,50
task_16,2,6,240,480,30,10,50
task_17,7,12,480,720,30,10,50
task_18,29,27,0,240,30,10,50
task_19,14,21,240,480,30,10,50
task_20,3,14,480,720,30,10,50
task_21,14,0,0,240,30,10,50
task_22,18,9,240,480,30,10,50
task_23,11,15,480,720,30,10,50
task_24,3,21,0,240,30,10,50
task_25,3,8,240,480,30,10,50
task_26,11,9,480,720,30,10,50
task_27,8,10,0,240,30,10,50
task_28,18,24,240,480,30,10,50
task_29,18,16,480,720,30,10,50
task_30,2,1,0,240,30,10,50
task_31,1,27,240,480,30,10,50
task_32,25,0,480,720,30,10,50
task_33,21,9,0,240,30,10,50
task_34,28,1,240,480,30,10,50
task_35,12,9,480,720,30,10,50
task_36,12,23,0,240,30,10,50
task_37,3,26,240,480,30,10,50
task_38,11,27,480,720,30,10,50
task_39,9,29,0,240,30,10,50
