name,x,y,start_time,end_time,service_time,demand,revenue
task_0,14,11,0,240,30,10,50
task_1,27,26,240,480,30,10,50
task_2,7,23,480,720,30,10,50
task_3,20,9,0,240,30,10,50
task_4,3,6,240,480,30,10,50
task_5,22,11,480,720,30,10,50
task_6,19,1,0,240,30,10,50
task_7,4,14,240,480,30,10,50
task_8,17,16,480,720,30,10,50
task_9,20,3,0,240,30,10,50
task_10,7,28,240,480,30,10,50
task_11,26,25,480,720,30,10,50
task_12,9,21,0,240,30,10,50
task_13,24,28,240,480,30,10,50
task_14,14,9,480,720,30,10,50
task_15,28,8,0,240,30,10,50
task_16,7,22,240,480,30,10,50
task_17,27,4,480,720,30,10,50
task_18,20,17,0,240,30,10,50
task_19,20,11,240,480,30,10,50
task_20,12,3,480,720,30,10,50
task_21,13,26,0,240,30,10,50
task_22,1,27,240,480,30,10,50
task_23,20,25,480,720,30,10,50
task_24,26,19,0,240,30,10,50
task_25,10,22,240,480,30,10,50
task_26,9,24,480,720,30,10,50
task_27,12,27,0,240,30,10,50
task_28,27,1,240,480,30,10,50
task_29,16,9,480,720,30,10,50
task_30,11,7,0,240,30,10,50
task_31,24,24,240,480,30,10,50
task_32,4,12,480,720,30,10,50
task_33,12,21,0,240,30,10,50
task_34,24,18,240,480,30,10,50
task_35,3,8,480,720,30,10,50
task_36,25,26,0,240,30,10,50
task_37,10,22,240,480,30,10,50
task_38,29,15,480,720,30,10,50
task_39,10,13,0,240,30,10,50
