name,x,y,start_time,end_time,service_time,demand,revenue
task_0,15,22,0,240,30,10,50
task_1,10,17,240,480,30,10,50
task_2,8,6,480,720,30,10,50
task_3,5,14,0,240,30,10,50
task_4,28,3,240,480,30,10,50
task_5,16,9,480,720,30,10,50
task_6,12,5,0,240,30,10,50
task_7,28,1,240,480,30,10,50
task_8,28,26,480,720,30,10,50
task_9,28,0,0,240,30,10,50
task_10,15,18,240,480,30,10,50
task_11,3,10,480,720,30,10,50
task_12,17,2,0,240,30,10,50
task_13,5,22,240,480,30,10,50
task_14,24,14,480,720,30,10,50
task_15,7,18,0,240,30,10,50
task_16,16,27,240,480,30,10,50
task_17,22,7,480,720,30,10,50
task_18,18,23,0,240,30,10,50
task_19,25,5,240,480,30,10,50
task_20,13,27,480,720,30,10,50
task_21,12,10,0,240,30,10,50
task_22,26,28,240,480,30,10,50
task_23,3,1,480,720,30,10,50
task_24,28,21,0,240,30,10,50
task_25,29,15,240,480,30,10,50
task_26,1,16,480,720,30,10,50
task_27,5,11,0,240,30,10,50
task_28,15,27,240,480,30,10,50
task_29,21,6,480,720,30,10,50
task_30,4,9,0,240,30,10,50
task_31,27,16,240,480,30,10,50
task_32,4,12,480,720,30,10,50
task_33,1,4,0,240,30,10,50
task_34,21,14,240,480,30,10,50
task_35,24,16,480,720,30,10,50
task_36,24,2,0,240,30,10,50
task_37,28,25,240,480,30,10,50
task_38,27,5,480,720,30,10,50
task_39,21,12,0,240,30,10,50
task_40,21,5,240,480,30,10,50
task_41,3,20,480,720,30,10,50
task_42,24,16,0,240,30,10,50
task_43,15,16,240,480,30,10,50
task_44,8,10,480,720,30,10,50
task_45,23,24,0,240,30,10,50
task_46,28,3,240,480,30,10,50
task_47,14,1,480,720,30,10,50
task_48,0,22,0,240,30,10,50
task_49,15,20,240,480,30,10,50
