name,x,y,start_time,end_time,service_time,demand,revenue
task_0,12,15,0,240,30,10,50
task_1,1,29,240,480,30,10,50
task_2,22,11,480,720,30,10,50
task_3,13,28,0,240,30,10,50
task_4,12,28,240,480,30,10,50
task_5,14,10,480,720,30,10,50
task_6,10,17,0,240,30,10,50
task_7,14,12,240,480,30,10,50
task_8,3,15,480,720,30,10,50
task_9,16,28,0,240,30,10,50
task_10,12,27,240,480,30,10,50
task_11,2,26,480,720,30,10,50
task_12,19,24,0,240,30,10,50
task_13,23,1,240,480,30,10,50
task_14,12,11,480,720,30,10,50
task_15,29,15,0,240,30,10,50
task_16,3,20,240,480,30,10,50
task_17,24,20,480,720,30,10,50
task_18,0,16,0,240,30,10,50
task_19,23,5,240,480,30,10,50
task_20,28,20,480,720,30,10,50
task_21,9,2,0,240,30,10,50
task_22,22,28,240,480,30,10,50
task_23,1,21,480,720,30,10,50
task_24,26,22,0,240,30,10,50
task_25,20,11,240,480,30,10,50
task_26,4,12,480,720,30,10,50
task_27,25,19,0,240,30,10,50
task_28,21,26,240,480,30,10,50
task_29,16,23,480,720,30,10,50
