name,x,y,start_time,end_time,service_time,demand,revenue
task_0,15,22,0,240,30,10,50
task_1,29,7,240,480,30,10,50
task_2,18,20,480,720,30,10,50
task_3,12,20,0,240,30,10,50
task_4,10,28,240,480,30,10,50
task_5,27,28,480,720,30,10,50
task_6,5,1,0,240,30,10,50
task_7,23,0,240,480,30,10,50
task_8,16,12,480,720,30,10,50
task_9,12,11,0,240,30,10,50
task_10,2,20,240,480,30,10,50
task_11,15,23,480,720,30,10,50
task_12,17,3,0,240,30,10,50
task_13,7,21,240,480,30,10,50
task_14,8,29,480,720,30,10,50
task_15,27,15,0,240,30,10,50
task_16,15,13,240,480,30,10,50
task_17,4,27,480,720,30,10,50
task_18,4,14,0,240,30,10,50
task_19,10,5,240,480,30,10,50
task_20,26,21,480,720,30,10,50
task_21,26,6,0,240,30,10,50
task_22,4,23,240,480,30,10,50
task_23,14,1,480,720,30,10,50
task_24,3,20,0,240,30,10,50
task_25,29,29,240,480,30,10,50
task_26,23,1,480,720,30,10,50
task_27,4,21,0,240,30,10,50
task_28,16,5,240,480,30,10,50
task_29,3,18,480,720,30,10,50
task_30,3,1,0,240,30,10,50
task_31,29,3,240,480,30,10,50
task_32,5,10,480,720,30,10,50
task_33,25,24,0,240,30,10,50
task_34,1,27,240,480,30,10,50
task_35,7,3,480,720,30,10,50
task_36,20,6,0,240,30,10,50
task_37,29,12,240,480,30,10,50
task_38,8,8,480,720,30,10,50
task_39,5,22,0,240,30,10,50
